"";"Antyk-Eneida";"Antyk-Iliada";"Antyk-Odyseja";"Antyk-TulaczkaOdyseusza";"Lem-Ananke";"Lem-Czlowiek z marsa";"Lem-Glos Pana";"Lem-Powrot z Gwiazd";"Sienkiewicz-Ogniem i Mieczem tom pierwszy";"Sienkiewicz-Pan Wolodyjowski";"Sienkiewicz-Potop tom drugi";"Sienkiewicz-Potop tom pierwszy";"Tolkien-DruzynaPierscienia";"Tolkien-DwieWieze";"Tolkien-Hobbit";"Tolkien-PowrotKrola";"Wiedzmin-Chrzest Ognia";"Wiedzmin-Czas Pogardy";"Wiedzmin-Krew Elfow";"Wiedzmin-Wieza Jaskolki"
"achillu";0;0,00159295192607809;0,000189773856203338;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"achiwami";7,32137635793834e-05;0;6,32579520677793e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"achiwi";6,03214597704848e-05;0,000228251654921708;0,000521187796428801;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"achiwów";0,000180964379311454;0,000171188741191281;0,0010423755928576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"achiwy";0,00012064291954097;0,00136950992953025;0,0010423755928576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"acz";0;0;0,000342765738660167;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000368493781667434;8,59032729146981e-05;4,23603168551701e-05;0,00027294438758103
"aczkolwiek";0;0;5,21187796428801e-05;0;0;0;0,000173313424149329;0;0;0;0;0;0;0;0;0;0;0,000117557151196899;0;0
"adam";0;0;0;0;0;0;0;0;0,000126989873270666;0,000143943500081782;0;0;0;0;0;0;0;0;0;0
"adamaszek";0;0;0;0;0;0;0;7,68810560159047e-05;0;0;0;0;0;0;0;0;0,000126069350260995;0;5,79693648952897e-05;0
"adaptacja";0;0;0;0;0;0;0,000210355122523263;0;0;0;0;0;0;0;0;0;0;0;0,00014071792666952;0
"adept";0;0;0;0;0;0;0,000105177561261631;0;0;0;0;0;0;0;0;0;0;0;0,00014071792666952;0
"adeptka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000106952008055613;0,00179515100541073;0,000836039683421976;7,92196552332775e-05
"administracyjny";0;0;0;0;0;0;0,000173313424149329;7,68810560159047e-05;0,000104628066599113;0;0;0;0;0;0;0;0;0;0;0
"admiracja";0;0;0;0;0;0;0;0;0;0,000143943500081782;7,8603191871832e-05;0;0;0;0;0;0;0;0;0
"adolf";0;0;0;0;0;0;0;0;0;0;0,000157206383743664;0,00011523269373135;0;0;0;0;0;0;0;0
"adolfa";0;0;0;0;0;0;0;0;0;0;0,000157206383743664;0,00011523269373135;0;0;0;0;0;0;0;0
"adolfgustaw";0;0;0;0;0;0;0;0;0;0;7,8603191871832e-05;0,00011523269373135;0;0;0;0;0;0;0;0
"adoptowaæ";0;0;0;0;0;0;0;0;0,000253979746541333;0,000287887000163564;0;0;0;0;0;0;0;0;0;0
"adrasta";7,32137635793834e-05;0,000138517558789399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"adrenalina";0;0;0;0;0;0,000139179289989052;0;0;0;0;0;0;0;0;0;0;0;9,9730611411707e-05;9,83576098143501e-05;0,000237658965699832
"adres";0;0;0;0;0,000208355036983019;0,000119882515135168;0,000189969604863222;0,000337078651685393;0;0;0;0;0;0;0;0;0;0;0;6,82360968952576e-05
"adresat";0;0;0;0;0;0;0,000525887806308156;0;0;0;0;0;0;0;0;0;0;0;7,03589633347601e-05;0
"adresatka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,03589633347601e-05;0,000113337703680906
"adwokat";0;0;0;0;0;0;0,000315532683784894;0;0;0;0;0;0;0;0;0;0;0,00214023371803584;0;0
"adwokata";0;0;0;0;0;0;0,000105177561261631;0;0;0;0;0;0;0;0;0;0;0,000142682247869056;0;0
"aedirn";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000855616064444905;0,000498653057058535;0,000934397293236326;0,000158439310466555
"aen";0;0;0;0;0;0;0;0,000561797752808989;0;0;0;0;0;0;0;0;0,000184246890833717;0,000257709818744094;0,000296522217986191;0,00027294438758103
"aep";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000427808032222453;0,000498653057058535;0,000639324463793275;0,000871416207566052
"afekt";0;0;0;0;0;0;0;0;0,000398401833594451;0,00150529993428045;0,000328799506727785;0,000723032715762262;0;0;0;0;8,00076275525659e-05;7,46055147395501e-05;0;0
"afera";0;0;0;0;0,000208355036983019;0;0,000253292806484296;0;0;0;0;0;0;0;0;0;9,21234454168586e-05;0;0,00012708095056551;0,000204708290685773
"afrodyta";0;6,92587793946994e-05;0,000506063616542234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"afrodyzjak";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000126069350260995;0,000235114302393798;5,79693648952897e-05;0
"afryka";7,32137635793834e-05;0;0;0;0;0;0;0,000279937760805115;0;0;0;0;0;0;0;0;0;0;0;0
"agamemnon";0;0,00154911389868225;0,00013264623309331;0,00104969624542828;0;0;0;0;0;0;0;8,05441964370529e-05;0;0;0;0;0;0;0;0
"agamemnona";0,00012064291954097;0,000285314568652136;0,000469069016785921;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"agamemnonem";0;6,92587793946994e-05;6,32579520677793e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"agamemnonie";0;6,92587793946994e-05;0,000189773856203338;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"agamemnonowi";0;6,92587793946994e-05;0,000126515904135559;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"agat";0;0;0;0;0,000346070225532593;0;0;0;0;0;0;0;0;0;0;0;0;0;7,03589633347601e-05;0
"agenora";7,32137635793834e-05;0,000277035117578798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"agent";0;0;0;0;0;0;6,3323201621074e-05;0;0;0;0;0;0;0;0;0;0,000460617227084293;0,00128854909372047;0,00025416190113102;0,000204708290685773
"agnes";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000570728991476224;7,03589633347601e-05;0
"agonia";0;0;0;0;0,000241892707041084;0;0,000220547881353283;6,52226992945888e-05;0;0;0;8,05441964370529e-05;0;0;0;0;0;0;0;0
"agregat";0;0;0;0;0,00207642135319556;0;0,000105177561261631;0;0;0;0;0;0;0;0;0;0;0;0;0
"agresja";0;0;0;0;0;0;0,000259970136223994;7,68810560159047e-05;0;0;0;0;0;0;0;0;0;0;0,000115938729790579;0
"agresor";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000153013730764042;0;0,00014071792666952;0
"agrest";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000142682247869056;0,00042215378000856;0
"agresywnoœæ";0;0;0;0;0;0;0,000210355122523263;9,33125869350383e-05;0;0;0;0;0;0;0;0;0;0;0;0
"agresywny";0;0;0;0;0;0;7,35159604510943e-05;0,000130445398589178;0;0;0;0;0;0;0;0;0,000106952008055613;0;4,9178804907175e-05;0
"aha";0;0;0;0;0;0,00103578771214265;0;0,000291236737106895;0;0,000349424631862178;0,000109034413273868;3,99612561899906e-05;0;0;0;0;0,000159189741148556;0,000197921672269573;0,000317194904367045;7,86081947079529e-05
"aha…";0;0;0;0;0;0;0;0;0;0;6,47618568493258e-05;0;0;0;0;0;0;0,000117557151196899;0,000173908094685869;0
"ajas";6,03214597704848e-05;0,00376615230620819;0,00020847511857152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ajasa";0;0,00166221070547279;0,000189773856203338;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ajasem";0;0,000415552676368196;0,000126515904135559;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"akademia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000213904016111226;0,000199461222823414;0,000639324463793275;0,000237658965699832
"akamas";7,32137635793834e-05;0,000138517558789399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"akcent";0;0;0;0;0;0;5,49951112641276e-05;0;0,00013280061119815;7,52649967140223e-05;0;0;0;0;0;0;0,000240022882657698;0;3,67892064677046e-05;0,000118523752587254
"akceptacja";0;0;0;0;0;0;0,000105177561261631;0;0;0;0;0;0;0;0;0;0;0;7,03589633347601e-05;0
"akceptowaæ";0;0;0;0;0,000241892707041084;0;0;6,52226992945888e-05;0;0;0;0;0;0;0;0;0;9,9730611411707e-05;4,9178804907175e-05;0
"akcja";0;0;0;0;0;0,000272356261972623;0,000191815244785937;4,25441902480269e-05;0;0,000131256882990706;0;0;0;0;0;0;0,000209291548525531;6,50533963074374e-05;6,41577995014088e-05;0
"akompaniament";0;0;0;0;0;0;0,000173313424149329;7,68810560159047e-05;0;0;0;0;0;0;0;0;0;0;0;9,33799247412558e-05
"akompaniowaæ";0;0;0;0;0;0;0,000105177561261631;0;0;0;0;0;0;0;0;0;0;0;7,03589633347601e-05;0
"akord";0;0;0;0;0;0,000164057159633531;0,000173313424149329;0;0;0;0;0;0;0;0;0;0,00025213870052199;0;0;0
"akrobatyczny";0;0;0;0;0,000346070225532593;0;0,000105177561261631;0;0;0;0;0;0;0;0;0;0;0;0;0
"aksamit";0;0;0;0;0;0;0;4,87911683754552e-05;6,64003055990751e-05;0,000150529993428045;4,10999383409731e-05;0;0;0;0;0;8,00076275525659e-05;0;3,67892064677046e-05;0
"aksamitka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000285364495738112;0,00014071792666952;0
"aksamitny";0;0;0;0;0;0;0;0;0,00015160305381177;0,000114561755341655;3,12793548551267e-05;9,17113982855115e-05;0;0;0;0;6,08902853471839e-05;0,000170336924863074;8,399593943877e-05;9,02032135712973e-05
"akt";0;0;0;0;0,000413145565648722;0;0,000292980517483901;7,42656233082788e-05;5,05343512705899e-05;0;3,12793548551267e-05;0;0;0;0,000670009171255632;0;0,000121780570694368;0;0;0,000270609640713892
"aktor";0,000153522673939614;4,84098093338204e-05;0;0;0;0;7,35159604510943e-05;0,000130445398589178;0;0;0;0;0;0;0;0;0;0;0;0
"aktualny";0;0;0;0;0;0;0,000346626848298658;7,68810560159047e-05;0;0;0;0;0;0;0;0;0;0,000235114302393798;0;0
"aktywnoœæ";0;0;0;0;0,000346070225532593;0;0;0;0;0;0;0;0;0;0;0;0;0;7,03589633347601e-05;0
"aktywny";0;0;0;0;0;0;6,3323201621074e-05;0;0;0;0;0;0;0;0;0;0,000184246890833717;0,000171806545829396;0,00016944126742068;6,82360968952576e-05
"akurat";0;0;0;0;0,000360038470708944;0;0,000109422786231483;3,23596374563216e-05;0;0;2,72586033184669e-05;0;0;0;0,000583883980458718;0;0,000159189741148556;0,000197921672269573;0,000243996080282342;0,000353736876185788
"akuratny";0;0;0;0;0;0;0;0;0;0;7,8603191871832e-05;0;0;0;0;0;0;0;7,03589633347601e-05;0
"akwarium";0;0;0;0;0;0,000597361642669909;0,000105177561261631;0;0;0;0;0;0;0;0;0;0;0;0;0
"akwilon";0,000292855054317534;0;0;0;0;0;0;0;0;0;7,8603191871832e-05;0;0;0;0;0;0;0;0;0
"ala";0;0;0;0;0;0;0,000105177561261631;0;0;0;0;0;0;0;0;0;0;0;7,03589633347601e-05;0
"alabaster";0;0;0;0;0;0;0;9,33125869350383e-05;0;0;0;0,00011523269373135;0;0;0;0;0;0;0;0
"alabastrowy";0;0;0;0;0;0;0;7,68810560159047e-05;0;0;0;0;0;0;0;0;0;0,000117557151196899;5,79693648952897e-05;0
"alarm";0;0;0;0;0,000826291131297445;0;0;0;5,05343512705899e-05;5,72808776708277e-05;3,12793548551267e-05;0;0;0;0;0;0,000121780570694368;0,000170336924863074;5,599729295918e-05;4,51016067856487e-05
"alarmowy";0;0;0;0;0;0;8,66567120746646e-05;7,68810560159047e-05;0;0;0;0;0;0;0;0;0;0;0;9,33799247412558e-05
"alba";0,000732137635793834;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000113337703680906
"alboli";0;0;0;0;0;0;0;0;0,000126989873270666;0;0;0;0;0;0;0;0;0;0;0,000113337703680906
"albowiem";0;0;3,55041537540239e-05;0,000561924391271492;6,47451168607428e-05;0;0,00019677316892929;1,7457538672648e-05;2,37581091305581e-05;5,38598125267588e-05;0,000176467287893503;4,31169957504003e-05;0;0;0;0;8,58804758285956e-05;0,000160163656922843;0,000131632222803887;0,000339263528759479
"albowiem…";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,03589633347601e-05;0,000113337703680906
"albo¿";0;0,000125093820365274;3,80850820733519e-05;0;0;0,000119882515135168;0;0;7,64555220000765e-05;0;9,46476740334106e-05;0;0;0;0;0;0;0;0;0
"alchemia";0;0;0;0;0;0;0;0;0;0;0,000235809575615496;0;0;0;0;0;0;0;7,03589633347601e-05;0
"alchemik";0;0;0;0;0,000208355036983019;0;6,3323201621074e-05;0;0;0;4,73238370167053e-05;0;0;0;0;0;0,000736987563334869;0;0;6,82360968952576e-05
"aldersbergu";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000142682247869056;7,03589633347601e-05;0
"aleæ";0;0;0;0;0;0;0;0;0,000532572673623769;0,00020122437775261;0,000109882546726959;0,000322176785748212;0;0;0;0;0;0;0;0
"aleja";0;0;5,21187796428801e-05;0;0;0;0;0,000768810560159047;0;0;0;0;0;0;0;0;0;0;5,79693648952897e-05;0
"alejka";0;0;0;0;0;0;0;0,000153762112031809;0;0;0;0;0;0;0;0;0;0;0,000231877459581159;9,33799247412558e-05
"aleksander";0;0;0;0;0;0;0;0;0,000253979746541333;0;0,000157206383743664;0;0;0;0;0;0;0;0;0
"aleksandra";0;0;0;0;0;0;8,66567120746646e-05;0;0;0;6,47618568493258e-05;0,00332294282627366;0;0;0;0;0;0;0;0
"aleksandr¹";0;0;0;0;0;0;0;0;0;0,000143943500081782;0;0,0002304653874627;0;0;0;0;0;0;0;0
"alem";0;2,40180780052758e-05;6,58111985439149e-05;0;0;0;0;0;0,000132115496782566;0,000149753413655219;0,000109034413273868;0,000239767537139944;0;0;0;0;0;4,94804180673933e-05;2,43996080282342e-05;0,000196520486769882
"alembik";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000153013730764042;0;7,03589633347601e-05;0
"alergiczny";0;0;0;0;0;0;0,000105177561261631;0;0;0;0;0;0;0;0;0;0;0;7,03589633347601e-05;0
"aleœ";0;3,15772907353381e-05;5,76826435933183e-05;0;0;0;0;0;5,78987412680056e-05;0;7,16754139808697e-05;0,000157614802223161;0;0;0;0;0;6,50533963074374e-05;3,20788997507044e-05;0
"aleœcie";0;0;0;0;0;0;0;0;0;0,000143943500081782;7,8603191871832e-05;0;0;0;0;0;0;0;0;0
"ale¿";0;0;0,000114968871800862;0;8,9852742603403e-05;0,000930584221812694;0,000163848114789146;0,000121137145540739;0;7,47462064520379e-05;0;5,98374133654825e-05;0;0;0;0;0,000278096514682195;0,000185228175468187;0,000127874684071471;0,000147133482813044
"ale¿…";0;0;0;0;0,000285130283796875;0;0;7,68810560159047e-05;0;0;0;0;0;0;0;0;0;0;0;9,33799247412558e-05
"alfabet";0;0;0;0;0;0,000398241095113272;0,000210355122523263;0;0;0;0;0;0;0;0;0;0;0;0;0
"algebra";0;0;0;0;0;0;0,000420710245046525;9,33125869350383e-05;0;0;0;0;0;0;0;0;0;0;0;0
"alias";0;0;0;0;0;0;0;0;0,000126989873270666;0;0;0;0;0;0;0;0;0;7,03589633347601e-05;0
"aliæ";7,32137635793834e-05;0;0,000506063616542234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"alkinoos";0;0;0,000379547712406676;0,0015017758114319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"alkinoosa";0;0;0,000189773856203338;0,0015017758114319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"alkohol";0;0;0;0;0;0,000164057159633531;8,66567120746646e-05;0,000153762112031809;0;0;0;0;0;0;0;0;0;0;0;0
"alpejski";0,00021964129073815;0;0;0;0;0;0;9,33125869350383e-05;0;0;0;0;0;0;0;0;0;0;0;0
"alt";0;0;0;0;0;0;0;7,68810560159047e-05;0;0;0;9,4941223607819e-05;0;0;0;0;0;0;0,000115938729790579;0
"alteracja";0;0;0;0;0;0;0;0;0,000126989873270666;0,000143943500081782;0;0;0;0;0;0;0;0;0;0
"alternatywa";0;0;0;0;0;0;0,000315532683784894;0;0;0;0;0;0;0;0;0;0;0,000142682247869056;0;0
"aluminiowy";0;0;0;0;0,000346070225532593;0,000199120547556636;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"aluzja";0;0;0;0;0;0;8,66567120746646e-05;0;0,000104628066599113;0;0;0;0;0;0;0;0;0;0;9,33799247412558e-05
"a³³a";0;0;0;0;0;0;0;0;0,000126989873270666;0,000719717500408909;0;0;0;0;0;0;0;0;0;0
"amazonka";0,000180964379311454;0,000114125827460854;0;0;0;0;0;0;0;0,000118596307919499;0;0;0;0;0;0;0;0;0;0
"ambasador";0;0;0;0;0;0;8,66567120746646e-05;0;0;0;6,47618568493258e-05;0;0;0;0;0;0,00138676285287095;0;0;0
"ambicja";0;0;0;0;0;6,9052514142843e-05;7,29485241543218e-05;0;4,40384989275221e-05;4,99178045517398e-05;5,45172066369339e-05;3,99612561899906e-05;0;0;0;0;0,000106126494099037;9,89608361347865e-05;2,43996080282342e-05;0
"ambitny";0;0;0;0;0;0;7,35159604510943e-05;0;0;0,00020122437775261;0;8,05441964370529e-05;0;0;0;0;0;0;4,9178804907175e-05;0
"ambrozja";0,00012064291954097;0;0,000260593898214401;0,00123732621797749;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"amell";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,03589633347601e-05;0,000793363925766344
"amellu";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00014071792666952;0,000226675407361813
"amen";0;0;0;0;0,000208355036983019;0;0;0;0,000305822088000306;0,000173325244821908;0,000141971511050116;0,000277507978354378;0;0;0;0;0;0;0;0
"ameryk";0;0;0;0;0;0,000199120547556636;0;9,33125869350383e-05;0;0;0;0;0;0;0;0;0;0;0;0
"amerykañski";0;0;0;0;0,000570260567593751;0,000164057159633531;0,000346626848298658;0;0;0;0;0;0;0;0;0;0;0;0;0
"amor";0,000146427527158767;0;0;0;0;0;0;0;0;0,000143943500081782;0;0;0;0;0;0;0;0;0;0
"amory";0;0;0;0;0;0;0;0;0,000177524224541256;0,000905509699886743;5,49412733634793e-05;0;0;0;0;0;0;0;0;7,92196552332775e-05
"amplituda";0;0;0;0;0,000346070225532593;0;0,000105177561261631;0;0;0;0;0;0;0;0;0;0;0;0;0
"amulet";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00129312866316589;0,000695632378743476;9,33799247412558e-05
"anachroniczny";0;0;0;0;0;0;0,000210355122523263;0;0;0;0;0;0;0;0;0;0;0,000570728991476224;0;0
"anachronizm";0;0;0;0;0;0;0,000105177561261631;9,33125869350383e-05;0;0;0;0;0;0;0;0;0;0;0;0
"anahid";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000765068653820212;0;0;0,000113337703680906
"analiza";0;0;0;0;0,000625065110949057;0,000119882515135168;0,000379939209726444;0,000280898876404494;0;0;0;0;0;0;0;0;0;8,59032729146981e-05;0;0
"analizowaæ";0;0;0;0;0,000285130283796875;0;8,66567120746646e-05;0;0;0;0;0;0;0;0;0;0;0;5,79693648952897e-05;0
"analogia";0;0;0;0;0,000361905530610732;0,000208231804131896;0,000164985333792383;4,87911683754552e-05;0;0;0;0;0;0;0;0;0;0;0,000294313651741637;5,9261876293627e-05
"analogiczny";0;0;0;0;0,000346070225532593;0;0,000736242928831419;0;0;0;0;0;0;0;0;0;0;0;0;0
"anatomia";0;0;0;0;0;0;0,000173313424149329;0;0;0;0;0;0;0;0;0;0;0;5,79693648952897e-05;9,33799247412558e-05
"anchiza";0,00161070279874643;0,000346293896973497;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"anchizesa";7,32137635793834e-05;6,92587793946994e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"and";0;0;0;0;0;0;0;0;0,000126989873270666;0;0;0;0;0;0;0;0;0;0;0,000113337703680906
"andromacha";0,00021964129073815;0,000346293896973497;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"andromacho";7,32137635793834e-05;6,92587793946994e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"andromachy";7,32137635793834e-05;6,92587793946994e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"andrzej";0;0;0;0;0;0;0;0;5,05343512705899e-05;0,000229123510683311;0,00256490709812039;0,0015590937708537;0;0;0;0;6,08902853471839e-05;5,6778974954358e-05;2,799864647959e-05;4,51016067856487e-05
"andrzeja";0;0;0;0;0;0;0;0;0;0,000237192615838999;0,00148952270753449;0,00142411835411729;0;0;0;0;0;0;0;0
"andrzejowi";0;0;0;0;0;0;0;0;0;0;0,000628825534974656;0,0002304653874627;0;0;0;0;0;0;0;0
"andrzeju";0;0;0;0;0;0;0;0;0;0;7,8603191871832e-05;0,0002304653874627;0;0;0;0;0;0;0;0
"anegdota";0;0;0;0;0,000692140451065186;0;0,000105177561261631;0;0;0;0;0;0;0;0;0;0;0;0;0
"anga¿owaæ";0;0;0;0;0,000346070225532593;0;0,000105177561261631;0;0;0;0;0;0;0;0;0;0;0;0;0
"angielski";0;0;0;0;0;0,00055671715995621;0,000147031920902189;0;0;0,000100612188876305;5,49412733634793e-05;0;0;0;0;0;0;0;0;0
"angra";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000213904016111226;0,000698114279881949;0,000442609244164575;0,000158439310466555
"angrenie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000235114302393798;0,000115938729790579;0,000560279548447534
"angrenu";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00028143585333904;0,000226675407361813
"anielski";0;0;0;0;0;0,000104115902065948;0,000109990222528255;4,87911683754552e-05;6,64003055990751e-05;0,000225794990142067;0,000246599630045839;0;0;0;0;0;0;0;0;0
"anima";0;5,70629137304271e-05;0,00010423755928576;0;0;0;0;0;0;0;6,47618568493258e-05;0;0;0;0;0;0;0;0;0
"animozja";0;0;0;0;0,000692140451065186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000113337703680906
"animusz";0;0;0;0;0;0;0;0;0;0,000143943500081782;0;0;0;0;0;0;0;0;0;0,000113337703680906
"anio³";0;0;0;0;0;0;0,000189969604863222;0;0,000305822088000306;0,000259987867232862;0,000283943022100232;0,000138753989177189;0;0;0;0;0;0;0;0
