"";"Antyk-Eneida";"Antyk-Iliada";"Antyk-Odyseja";"Antyk-TulaczkaOdyseusza";"Lem-Ananke";"Lem-Czlowiek z marsa";"Lem-Glos Pana";"Lem-Powrot z Gwiazd";"Sienkiewicz-Ogniem i Mieczem tom pierwszy";"Sienkiewicz-Pan Wolodyjowski";"Sienkiewicz-Potop tom drugi";"Sienkiewicz-Potop tom pierwszy";"Tolkien-DruzynaPierscienia";"Tolkien-DwieWieze";"Tolkien-Hobbit";"Tolkien-PowrotKrola";"Wiedzmin-Chrzest Ognia";"Wiedzmin-Czas Pogardy";"Wiedzmin-Krew Elfow";"Wiedzmin-Wieza Jaskolki"
"aleksandra";0;0;0;0;0;0;0,000108747838293317;0;0;0;8,14961170249585e-05;0,00420701782151152;0;0;0;0;0;0;0;0
"aleksandr¹";0;0;0;0;0;0;0;0;0;0,00018432627315988;0;0,000291781123837274;0;0;0;0;0;0;0;0
"alem";0;2,9528697958246e-05;8,20242388649345e-05;0;0;0;0;0;0,000161896719929505;0,000191766134742823;0,000137208562820992;0,00030355812739;0;0;0;0;0;6,05616177817816e-05;3,04384255937076e-05;0,000242731372407301
"alembik";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000186133697253732;0;8,77725604377457e-05;0
"alergiczny";0;0;0;0;0;0;0,000131990149987578;0;0;0;0;0;0;0;0;0;0;0;8,77725604377457e-05;0
"aleœ";0;3,88222688034696e-05;7,18931586286495e-05;0;0;0;0;0;7,09501650269245e-05;0;9,01961155806192e-05;0,000199548507619204;0;0;0;0;0;7,96221834102491e-05;4,0018315132765e-05;0
"aleœcie";0;0;0;0;0;0;0;0;0;0,00018432627315988;9,89140094952168e-05;0;0;0;0;0;0;0;0;0
"ale¿";0;0;0,000143292242221257;0;0,0001161611415825;0,00124618209764819;0,000205617405336157;0,000168364268808086;0;9,57159556375613e-05;0;7,57572662494568e-05;0;0;0;0;0,000338290767846162;0,000226710250302299;0,000159523220697822;0,000181731242362003
"ale¿…";0;0;0;0;0,000368614894837199;0;0;0,000106854282586328;0;0;0;0;0;0;0;0;0;0;0;0,000115337783150704
"alfabet";0;0;0;0;0;0,00053330038447381;0,000263980299975156;0;0;0;0;0;0;0;0;0;0;0;0;0
"algebra";0;0;0;0;0;0;0,000527960599950312;0,000129691890953672;0;0;0;0;0;0;0;0;0;0;0;0
"alias";0;0;0;0;0;0;0;0;0,000155615688147626;0;0;0;0;0;0;0;0;0;8,77725604377457e-05;0
"aliæ";8,77308357292318e-05;0;0,0006307358608036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"alkinoos";0;0;0,0004730518956027;0,00203924376604503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"alkinoosa";0;0;0,00023652594780135;0,00203924376604503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"alkohol";0;0;0;0;0;0,000219695424158469;0,000108747838293317;0,000213708565172656;0;0;0;0;0;0;0;0;0;0;0;0
"alpejski";0,000263192507187695;0;0;0;0;0;0;0,000129691890953672;0;0;0;0;0;0;0;0;0;0;0;0
"alt";0;0;0;0;0;0;0;0,000106854282586328;0;0;0;0,000120200509186043;0;0;0;0;0;0;0,000144633159519444;0
"alteracja";0;0;0;0;0;0;0;0;0,000155615688147626;0,00018432627315988;0;0;0;0;0;0;0;0;0;0
"alternatywa";0;0;0;0;0;0;0,000395970449962734;0;0;0;0;0;0;0;0;0;0;0,000174636110550277;0;0
"aluminiowy";0;0;0;0;0,000447397723217153;0,000266650192236905;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"aluzja";0;0;0;0;0;0;0,000108747838293317;0;0,000128213125692894;0;0;0;0;0;0;0;0;0;0;0,000115337783150704
"a³³a";0;0;0;0;0;0;0;0;0,000155615688147626;0,000921631365799401;0;0;0;0;0;0;0;0;0;0
"amazonka";0,000216846607222993;0,000140310439810638;0;0;0;0;0;0;0;0,000151868027642116;0;0;0;0;0;0;0;0;0;0
"ambasador";0;0;0;0;0;0;0,000108747838293317;0;0;0;8,14961170249585e-05;0;0;0;0;0;0,00168692898166797;0;0;0
"ambicja";0;0;0;0;0;9,24709498671577e-05;9,1545064641215e-05;0;5,39655733098351e-05;6,39220449142742e-05;6,86042814104961e-05;5,05930212316667e-05;0;0;0;0;0,000129097673944646;0,000121123235563563;3,04384255937076e-05;0
"ambitny";0;0;0;0;0;0;9,22571557091291e-05;0;0;0,000257677071899607;0;0,000101973126696854;0;0;0;0;0;0;6,13503869497546e-05;0
"ambrozja";0,000144564404815328;0;0,000324792993089453;0,00168015076376072;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"amell";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,77725604377457e-05;0,000979919792002172
"amellu";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000175545120875491;0,000279977083429192
"amen";0;0;0;0;0,000269360269360269;0;0;0;0,000374759919426617;0,000221950948840306;0,000178656503096713;0,000351339481774264;0;0;0;0;0;0;0;0
"ameryk";0;0;0;0;0;0,000266650192236905;0;0,000129691890953672;0;0;0;0;0;0;0;0;0;0;0;0
"amerykañski";0;0;0;0;0,000737229789674399;0,000219695424158469;0,000434991353173269;0;0;0;0;0;0;0;0;0;0;0;0;0
"amor";0,000175461671458464;0;0;0;0;0;0;0;0;0,00018432627315988;0;0;0;0;0;0;0;0;0;0
"amory";0;0;0;0;0;0;0;0;0,000217541396438597;0,00115954682354823;6,91379256457647e-05;0;0;0;0;0;0;0;0;9,78477916092441e-05
"amplituda";0;0;0;0;0,000447397723217153;0;0,000131990149987578;0;0;0;0;0;0;0;0;0;0;0;0;0
"amulet";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0015827263976358;0,000867798957116666;0,000115337783150704
"anachroniczny";0;0;0;0;0;0;0,000263980299975156;0;0;0;0;0;0;0;0;0;0;0,000698544442201107;0;0
"anachronizm";0;0;0;0;0;0;0,000131990149987578;0,000129691890953672;0;0;0;0;0;0;0;0;0;0;0;0
"anahid";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000930668486268662;0;0;0,000139988541714596
"analiza";0;0;0;0;0,000808080808080808;0,000160539412425751;0,000476795931341386;0,000390411493714375;0;0;0;0;0;0;0;0;0;0,000105141415203449;0;0
"analizowaæ";0;0;0;0;0,000368614894837199;0;0,000108747838293317;0;0;0;0;0;0;0;0;0;0;0;7,23165797597222e-05;0
"analogia";0;0;0;0;0,00046786952031413;0,000278851435891187;0,000207044532044605;6,78131332148905e-05;0;0;0;0;0;0;0;0;0;0;0,000367155250173849;7,31970330453521e-05
"analogiczny";0;0;0;0;0,000447397723217153;0;0,000923931049913046;0;0;0;0;0;0;0;0;0;0;0;0;0
"anatomia";0;0;0;0;0;0;0,000217495676586634;0;0;0;0;0;0;0;0;0;0;0;7,23165797597222e-05;0,000115337783150704
"anchiza";0,0019300783860431;0,000425746301859298;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"anchizesa";8,77308357292318e-05;8,51492603718597e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"and";0;0;0;0;0;0;0;0;0,000155615688147626;0;0;0;0;0;0;0;0;0;0;0,000139988541714596
"andromacha";0,000263192507187695;0,000425746301859298;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"andromacho";8,77308357292318e-05;8,51492603718597e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"andromachy";8,77308357292318e-05;8,51492603718597e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"andrzej";0;0;0;0;0;0;0;0;6,19257082909712e-05;0,000293403194958909;0,00322767102729763;0,00197389351015241;0;0;0;0;7,40700450993087e-05;6,9494695346828e-05;3,49282134617635e-05;5,57070415038922e-05
"andrzeja";0;0;0;0;0;0;0;0;0;0,000303736055284231;0,00187441069157405;0,00180300763779065;0;0;0;0;0;0;0;0
"andrzejowi";0;0;0;0;0;0;0;0;0;0;0,000791312075961735;0,000291781123837274;0;0;0;0;0;0;0;0
"andrzeju";0;0;0;0;0;0;0;0;0;0;9,89140094952168e-05;0,000291781123837274;0;0;0;0;0;0;0;0
"anegdota";0;0;0;0;0,000894795446434306;0;0,000131990149987578;0;0;0;0;0;0;0;0;0;0;0;0;0
"anga¿owaæ";0;0;0;0;0,000447397723217153;0;0,000131990149987578;0;0;0;0;0;0;0;0;0;0;0;0;0
"angielski";0;0;0;0;0;0,000745521944096119;0,000184514311418258;0;0;0,000128838535949804;6,91379256457647e-05;0;0;0;0;0;0;0;0;0
"angra";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000260203742353041;0,000854457820639866;0,000552153482547791;0,000195695583218488
"angrenie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000287768435933783;0,000144633159519444;0,000692026698904224
"angrenu";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000351090241750983;0,000279977083429192
"anielski";0;0;0;0;0;0,000139425717945594;0,000138029688029737;6,78131332148905e-05;8,13681357645667e-05;0,000289140871296117;0,000310320199053038;0;0;0;0;0;0;0;0;0
"anima";0;7,01552199053189e-05;0,000129917197235781;0;0;0;0;0;0;0;8,14961170249585e-05;0;0;0;0;0;0;0;0;0
"animozja";0;0;0;0;0,000894795446434306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000139988541714596
"animusz";0;0;0;0;0;0;0;0;0;0,00018432627315988;0;0;0;0;0;0;0;0;0;0,000139988541714596
"anio³";0;0;0;0;0;0;0,000238397965670693;0;0,000374759919426617;0,000332926423260459;0,000357313006193425;0,000175669740887132;0;0;0;0;0;0;0;0
"aniœ";0;8,51492603718597e-05;0;0;0;0;0;0;0;0;0;0,000145890561918637;0;0;0;0;0;0;0;0
